seed,dataset,operand_bits,arithmetic,family,prime,places,modulus,rns_moduli,modulus_entropy_bits,physical_lane_bits,accuracy,float_accuracy,accuracy_delta,float_agreement,logit_mae,wrap_rate,wrapped_values,accumulator_values,max_abs_accumulator,runtime_ms,logical_macs,residue_macs,input_clip_rate,weight_clip_rate,parameter_count,weight_count,bias_count,weight_storage_packed_bytes,bias_storage_packed_bytes,parameter_storage_packed_bytes
7,digits,8,rns,RNS,,,16777207.0,4093x4099,23.999999226077865,25,0.9777777777777777,0.9733333333333334,0.004444444444444362,0.9955555555555555,0.19921398229300272,0.0,0,18900,34358,2.622399991378188,1065600,2131200,9.259259259259259e-05,0.0,2410,2368,42,2368,132,2500
19,moons,4,wide,integer-wide-accumulator,,,,,,32,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.3711999859660864,160000,160000,0.008705882352941176,0.0,354,320,34,160,136,296
19,moons,4,modular,Z/2^8Z,2.0,8.0,256.0,,8.0,8,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.5623834207653999,160000,160000,0.008705882352941176,0.0,354,320,34,160,34,194
19,moons,4,modular,Z/3^5Z,3.0,5.0,243.0,,7.924812503605781,8,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.5299750249832869,160000,160000,0.008705882352941176,0.0,354,320,34,160,34,194
19,moons,4,modular,Z/5^3Z,5.0,3.0,125.0,,6.965784284662087,7,0.73,0.97,-0.24,0.752,2.8555952028915437,0.016,272,17000,122,0.45960815623402596,160000,160000,0.005,0.0,354,320,34,160,30,190
19,moons,4,rns,RNS,,,253.0,11x23,7.98299357469431,9,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,1.0061665903776884,160000,320000,0.008705882352941176,0.0,354,320,34,160,39,199
19,moons,4,modular,Z/2^12Z,2.0,12.0,4096.0,,12.0,12,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.5075166001915932,160000,160000,0.008705882352941176,0.0,354,320,34,160,51,211
19,moons,4,modular,Z/3^7Z,3.0,7.0,2187.0,,11.094737505048093,12,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.524633377790451,160000,160000,0.008705882352941176,0.0,354,320,34,160,51,211
19,moons,4,modular,Z/5^5Z,5.0,5.0,3125.0,,11.609640474436812,12,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.46975002624094486,160000,160000,0.008705882352941176,0.0,354,320,34,160,51,211
19,moons,4,rns,RNS,,,4087.0,61x67,11.996826528020659,13,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,1.4478084165602922,160000,320000,0.008705882352941176,0.0,354,320,34,160,56,216
19,moons,4,modular,Z/2^16Z,2.0,16.0,65536.0,,16.0,16,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.6233584135770798,160000,160000,0.008705882352941176,0.0,354,320,34,160,68,228
19,moons,4,modular,Z/3^10Z,3.0,10.0,59049.0,,15.849625007211563,16,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.559200020506978,160000,160000,0.008705882352941176,0.0,354,320,34,160,68,228
19,moons,4,modular,Z/5^6Z,5.0,6.0,15625.0,,13.931568569324174,14,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.5459418054670095,160000,160000,0.008705882352941176,0.0,354,320,34,160,60,220
19,moons,4,rns,RNS,,,64507.0,251x257,15.97716810314465,17,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,1.349300006404519,160000,320000,0.008705882352941176,0.0,354,320,34,160,73,233
19,moons,4,modular,Z/2^18Z,2.0,18.0,262144.0,,18.0,18,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.36290818825364113,160000,160000,0.008705882352941176,0.0,354,320,34,160,77,237
19,moons,4,modular,Z/3^11Z,3.0,11.0,177147.0,,17.43458750793272,18,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.5062582436949015,160000,160000,0.008705882352941176,0.0,354,320,34,160,77,237
19,moons,4,modular,Z/5^7Z,5.0,7.0,78125.0,,16.253496664211536,17,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.6025168113410473,160000,160000,0.008705882352941176,0.0,354,320,34,160,73,233
19,moons,4,rns,RNS,,,256027.0,503x509,17.965936435881222,18,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,1.0035168379545212,160000,320000,0.008705882352941176,0.0,354,320,34,160,77,237
19,moons,4,modular,Z/2^24Z,2.0,24.0,16777216.0,,24.0,24,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.4147083964198828,160000,160000,0.008705882352941176,0.0,354,320,34,160,102,262
19,moons,4,modular,Z/3^15Z,3.0,15.0,14348907.0,,23.774437510817343,24,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.48165000043809414,160000,160000,0.008705882352941176,0.0,354,320,34,160,102,262
19,moons,4,modular,Z/5^10Z,5.0,10.0,9765625.0,,23.219280948873624,24,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,0.3855249844491482,160000,160000,0.008705882352941176,0.0,354,320,34,160,102,262
19,moons,4,rns,RNS,,,16777207.0,4093x4099,23.999999226077865,25,0.946,0.97,-0.02400000000000002,0.968,0.7962982951664712,0.0,0,17000,114,1.3569166418164968,160000,320000,0.008705882352941176,0.0,354,320,34,160,107,267
19,moons,8,wide,integer-wide-accumulator,,,,,,32,0.97,0.97,0.0,1.0,0.050101662613754386,0.0,0,17000,34182,0.49413321539759636,160000,160000,0.00017647058823529413,0.0,354,320,34,320,136,456
19,moons,8,modular,Z/2^8Z,2.0,8.0,256.0,,8.0,8,0.446,0.97,-0.524,0.436,3.72201835893061,0.9240588235294117,15709,17000,17434,0.3843581769615412,160000,160000,0.0,0.0,354,320,34,320,34,354
19,moons,8,modular,Z/3^5Z,3.0,5.0,243.0,,7.924812503605781,8,0.494,0.97,-0.476,0.5,3.720696724536517,0.9251764705882353,15728,17000,17434,0.4520250018686056,160000,160000,0.0,0.0,354,320,34,320,34,354
19,moons,8,modular,Z/5^3Z,5.0,3.0,125.0,,6.965784284662087,7,0.5,0.97,-0.47,0.522,3.718645918194932,0.9378235294117647,15943,17000,17434,0.4608666058629751,160000,160000,0.0,0.0,354,320,34,320,30,350
19,moons,8,rns,RNS,,,253.0,11x23,7.98299357469431,9,0.496,0.97,-0.474,0.49,3.718958445829541,0.9238823529411765,15706,17000,17434,1.0617415886372328,160000,320000,0.0,0.0,354,320,34,320,39,359
19,moons,8,modular,Z/2^12Z,2.0,12.0,4096.0,,12.0,12,0.492,0.97,-0.478,0.478,3.729999702601723,0.3977058823529412,6761,17000,17434,1.0608416050672531,160000,160000,0.0,0.0,354,320,34,320,51,371
19,moons,8,modular,Z/3^7Z,3.0,7.0,2187.0,,11.094737505048093,12,0.484,0.97,-0.486,0.49,3.717789869943421,0.5294117647058824,9000,17000,17434,0.5060000345110893,160000,160000,0.0,0.0,354,320,34,320,51,371
19,moons,8,modular,Z/5^5Z,5.0,5.0,3125.0,,11.609640474436812,12,0.498,0.97,-0.472,0.508,3.7320602730724084,0.4563529411764706,7758,17000,17434,0.43317503295838833,160000,160000,0.0,0.0,354,320,34,320,51,371
19,moons,8,rns,RNS,,,4087.0,61x67,11.996826528020659,13,0.51,0.97,-0.45999999999999996,0.504,3.7212061534099505,0.3986470588235294,6777,17000,17434,0.8074249606579542,160000,320000,0.0,0.0,354,320,34,320,56,376
19,moons,8,modular,Z/2^16Z,2.0,16.0,65536.0,,16.0,16,0.97,0.97,0.0,1.0,0.07285830496240404,5.882352941176471e-05,1,17000,34182,0.39258338510990143,160000,160000,0.00017647058823529413,0.0,354,320,34,320,68,388
19,moons,8,modular,Z/3^10Z,3.0,10.0,59049.0,,15.849625007211563,16,0.968,0.97,-0.0020000000000000018,0.998,0.09113448150076862,0.00011764705882352942,2,17000,34182,0.4362999927252531,160000,160000,0.00017647058823529413,0.0,354,320,34,320,68,388
19,moons,8,modular,Z/5^6Z,5.0,6.0,15625.0,,13.931568569324174,14,0.544,0.97,-0.42599999999999993,0.534,3.710436768364581,0.11611764705882353,1974,17000,18657,0.5461081862449646,160000,160000,0.0,0.0,354,320,34,320,60,380
19,moons,8,rns,RNS,,,64507.0,251x257,15.97716810314465,17,0.97,0.97,0.0,1.0,0.07250051443582635,5.882352941176471e-05,1,17000,34182,0.9405081626027822,160000,320000,0.00017647058823529413,0.0,354,320,34,320,73,393
19,moons,8,modular,Z/2^18Z,2.0,18.0,262144.0,,18.0,18,0.97,0.97,0.0,1.0,0.050101662613754386,0.0,0,17000,34182,0.3045750316232443,160000,160000,0.00017647058823529413,0.0,354,320,34,320,77,397
19,moons,8,modular,Z/3^11Z,3.0,11.0,177147.0,,17.43458750793272,18,0.97,0.97,0.0,1.0,0.050101662613754386,0.0,0,17000,34182,0.364549970254302,160000,160000,0.00017647058823529413,0.0,354,320,34,320,77,397
19,moons,8,modular,Z/5^7Z,5.0,7.0,78125.0,,16.253496664211536,17,0.97,0.97,0.0,1.0,0.050101662613754386,0.0,0,17000,34182,0.3457500133663416,160000,160000,0.00017647058823529413,0.0,354,320,34,320,73,393
19,moons,8,rns,RNS,,,256027.0,503x509,17.965936435881222,18,0.97,0.97,0.0,1.0,0.050101662613754386,0.0,0,17000,34182,0.9451249614357948,160000,320000,0.00017647058823529413,0.0,354,320,34,320,77,397
19,moons,8,modular,Z/2^24Z,2.0,24.0,16777216.0,,24.0,24,0.97,0.97,0.0,1.0,0.050101662613754386,0.0,0,17000,34182,0.4637249745428562,160000,160000,0.00017647058823529413,0.0,354,320,34,320,102,422
19,moons,8,modular,Z/3^15Z,3.0,15.0,14348907.0,,23.774437510817343,24,0.97,0.97,0.0,1.0,0.050101662613754386,0.0,0,17000,34182,0.4519000183790922,160000,160000,0.00017647058823529413,0.0,354,320,34,320,102,422
19,moons,8,modular,Z/5^10Z,5.0,10.0,9765625.0,,23.219280948873624,24,0.97,0.97,0.0,1.0,0.050101662613754386,0.0,0,17000,34182,0.32636658288538456,160000,160000,0.00017647058823529413,0.0,354,320,34,320,102,422
19,moons,8,rns,RNS,,,16777207.0,4093x4099,23.999999226077865,25,0.97,0.97,0.0,1.0,0.050101662613754386,0.0,0,17000,34182,0.7435666397213936,160000,320000,0.00017647058823529413,0.0,354,320,34,320,107,427
19,digits,4,wide,integer-wide-accumulator,,,,,,32,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,0.9563250001519918,1065600,1065600,0.002662037037037037,0.0,2410,2368,42,1184,168,1352
19,digits,4,modular,Z/2^8Z,2.0,8.0,256.0,,8.0,8,0.9044444444444445,0.9866666666666667,-0.0822222222222222,0.9133333333333333,1.0662007537080704,0.003968253968253968,75,18900,162,1.0724750347435474,1065600,1065600,0.002337962962962963,0.0,2410,2368,42,1184,42,1226
19,digits,4,modular,Z/3^5Z,3.0,5.0,243.0,,7.924812503605781,8,0.8822222222222222,0.9866666666666667,-0.10444444444444445,0.8911111111111111,1.232703816407133,0.006190476190476191,117,18900,169,1.029858412221074,1065600,1065600,0.0021527777777777778,0.0,2410,2368,42,1184,42,1226
19,digits,4,modular,Z/5^3Z,5.0,3.0,125.0,,6.965784284662087,7,0.3466666666666667,0.9866666666666667,-0.64,0.3511111111111111,4.123427305483618,0.13412698412698412,2535,18900,162,1.0219084098935127,1065600,1065600,0.0012268518518518518,0.0,2410,2368,42,1184,37,1221
19,digits,4,rns,RNS,,,253.0,11x23,7.98299357469431,9,0.8955555555555555,0.9866666666666667,-0.09111111111111114,0.9044444444444445,1.1132019539892586,0.00455026455026455,86,18900,169,3.745841607451439,1065600,2131200,0.002384259259259259,0.0,2410,2368,42,1184,48,1232
19,digits,4,modular,Z/2^12Z,2.0,12.0,4096.0,,12.0,12,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,1.1892916169017553,1065600,1065600,0.002662037037037037,0.0,2410,2368,42,1184,63,1247
19,digits,4,modular,Z/3^7Z,3.0,7.0,2187.0,,11.094737505048093,12,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,1.0898749809712172,1065600,1065600,0.002662037037037037,0.0,2410,2368,42,1184,63,1247
19,digits,4,modular,Z/5^5Z,5.0,5.0,3125.0,,11.609640474436812,12,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,1.0570165701210499,1065600,1065600,0.002662037037037037,0.0,2410,2368,42,1184,63,1247
19,digits,4,rns,RNS,,,4087.0,61x67,11.996826528020659,13,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,2.3049000184983015,1065600,2131200,0.002662037037037037,0.0,2410,2368,42,1184,69,1253
19,digits,4,modular,Z/2^16Z,2.0,16.0,65536.0,,16.0,16,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,0.826133182272315,1065600,1065600,0.002662037037037037,0.0,2410,2368,42,1184,84,1268
19,digits,4,modular,Z/3^10Z,3.0,10.0,59049.0,,15.849625007211563,16,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,0.8242166135460138,1065600,1065600,0.002662037037037037,0.0,2410,2368,42,1184,84,1268
19,digits,4,modular,Z/5^6Z,5.0,6.0,15625.0,,13.931568569324174,14,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,0.8420833852142096,1065600,1065600,0.002662037037037037,0.0,2410,2368,42,1184,74,1258
19,digits,4,rns,RNS,,,64507.0,251x257,15.97716810314465,17,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,2.313383389264345,1065600,2131200,0.002662037037037037,0.0,2410,2368,42,1184,90,1274
19,digits,4,modular,Z/2^18Z,2.0,18.0,262144.0,,18.0,18,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,1.0519583709537983,1065600,1065600,0.002662037037037037,0.0,2410,2368,42,1184,95,1279
19,digits,4,modular,Z/3^11Z,3.0,11.0,177147.0,,17.43458750793272,18,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,1.3251331634819508,1065600,1065600,0.002662037037037037,0.0,2410,2368,42,1184,95,1279
19,digits,4,modular,Z/5^7Z,5.0,7.0,78125.0,,16.253496664211536,17,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,1.2786165811121464,1065600,1065600,0.002662037037037037,0.0,2410,2368,42,1184,90,1274
19,digits,4,rns,RNS,,,256027.0,503x509,17.965936435881222,18,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,3.2254249788820744,1065600,2131200,0.002662037037037037,0.0,2410,2368,42,1184,95,1279
19,digits,4,modular,Z/2^24Z,2.0,24.0,16777216.0,,24.0,24,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,1.1902668047696352,1065600,1065600,0.002662037037037037,0.0,2410,2368,42,1184,126,1310
19,digits,4,modular,Z/3^15Z,3.0,15.0,14348907.0,,23.774437510817343,24,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,1.1206916067749262,1065600,1065600,0.002662037037037037,0.0,2410,2368,42,1184,126,1310
19,digits,4,modular,Z/5^10Z,5.0,10.0,9765625.0,,23.219280948873624,24,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,1.0277417954057455,1065600,1065600,0.002662037037037037,0.0,2410,2368,42,1184,126,1310
19,digits,4,rns,RNS,,,16777207.0,4093x4099,23.999999226077865,25,0.9711111111111111,0.9866666666666667,-0.015555555555555545,0.98,0.7099419311972481,0.0,0,18900,162,3.50447497330606,1065600,2131200,0.002662037037037037,0.0,2410,2368,42,1184,132,1316
19,digits,8,wide,integer-wide-accumulator,,,,,,32,0.9866666666666667,0.9866666666666667,0.0,0.9977777777777778,0.15309664546547053,0.0,0,18900,27386,0.9435915853828192,1065600,1065600,0.0,0.0,2410,2368,42,2368,168,2536
19,digits,8,modular,Z/2^8Z,2.0,8.0,256.0,,8.0,8,0.09111111111111111,0.9866666666666667,-0.8955555555555555,0.08666666666666667,5.1946879594554884,0.8816402116402117,16663,18900,22274,1.0388999711722136,1065600,1065600,0.0,0.0,2410,2368,42,2368,42,2410
19,digits,8,modular,Z/3^5Z,3.0,5.0,243.0,,7.924812503605781,8,0.12222222222222222,0.9866666666666667,-0.8644444444444445,0.12222222222222222,5.193430535185644,0.8908465608465609,16837,18900,22274,0.8234665729105473,1065600,1065600,0.0,0.0,2410,2368,42,2368,42,2410
19,digits,8,modular,Z/5^3Z,5.0,3.0,125.0,,6.965784284662087,7,0.11555555555555555,0.9866666666666667,-0.8711111111111112,0.11555555555555555,5.193614233310452,0.931058201058201,17597,18900,22274,0.8220250252634287,1065600,1065600,0.0,0.0,2410,2368,42,2368,37,2405
19,digits,8,rns,RNS,,,253.0,11x23,7.98299357469431,9,0.12666666666666668,0.9866666666666667,-0.86,0.1288888888888889,5.193619621367376,0.8831216931216931,16691,18900,22274,2.281091595068574,1065600,2131200,0.0,0.0,2410,2368,42,2368,48,2416
19,digits,8,modular,Z/2^12Z,2.0,12.0,4096.0,,12.0,12,0.10888888888888888,0.9866666666666667,-0.8777777777777778,0.10888888888888888,5.2201615594644615,0.42973544973544975,8122,18900,22274,1.4098583720624447,1065600,1065600,0.0,0.0,2410,2368,42,2368,63,2431
19,digits,8,modular,Z/3^7Z,3.0,7.0,2187.0,,11.094737505048093,12,0.08666666666666667,0.9866666666666667,-0.9,0.08888888888888889,5.212494680218332,0.6244973544973546,11803,18900,22274,1.3089166022837162,1065600,1065600,0.0,0.0,2410,2368,42,2368,63,2431
19,digits,8,modular,Z/5^5Z,5.0,5.0,3125.0,,11.609640474436812,12,0.10444444444444445,0.9866666666666667,-0.8822222222222222,0.10666666666666667,5.205046903018683,0.5231746031746032,9888,18900,22274,1.1637666262686253,1065600,1065600,0.0,0.0,2410,2368,42,2368,63,2431
19,digits,8,rns,RNS,,,4087.0,61x67,11.996826528020659,13,0.10888888888888888,0.9866666666666667,-0.8777777777777778,0.10888888888888888,5.215257395054235,0.43084656084656087,8143,18900,22274,3.182350005954504,1065600,2131200,0.0,0.0,2410,2368,42,2368,69,2437
19,digits,8,modular,Z/2^16Z,2.0,16.0,65536.0,,16.0,16,0.9866666666666667,0.9866666666666667,0.0,0.9977777777777778,0.15309664546547053,0.0,0,18900,27386,1.3227667659521103,1065600,1065600,0.0,0.0,2410,2368,42,2368,84,2452
19,digits,8,modular,Z/3^10Z,3.0,10.0,59049.0,,15.849625007211563,16,0.9866666666666667,0.9866666666666667,0.0,0.9977777777777778,0.15309664546547053,0.0,0,18900,27386,1.3247749768197536,1065600,1065600,0.0,0.0,2410,2368,42,2368,84,2452
19,digits,8,modular,Z/5^6Z,5.0,6.0,15625.0,,13.931568569324174,14,0.044444444444444446,0.9866666666666667,-0.9422222222222223,0.04666666666666667,5.112015513056362,0.12783068783068782,2416,18900,31416,1.1787415947765112,1065600,1065600,0.0,0.0,2410,2368,42,2368,74,2442
19,digits,8,rns,RNS,,,64507.0,251x257,15.97716810314465,17,0.9866666666666667,0.9866666666666667,0.0,0.9977777777777778,0.15309664546547053,0.0,0,18900,27386,3.2313331961631775,1065600,2131200,0.0,0.0,2410,2368,42,2368,90,2458
19,digits,8,modular,Z/2^18Z,2.0,18.0,262144.0,,18.0,18,0.9866666666666667,0.9866666666666667,0.0,0.9977777777777778,0.15309664546547053,0.0,0,18900,27386,1.5592999756336212,1065600,1065600,0.0,0.0,2410,2368,42,2368,95,2463
19,digits,8,modular,Z/3^11Z,3.0,11.0,177147.0,,17.43458750793272,18,0.9866666666666667,0.9866666666666667,0.0,0.9977777777777778,0.15309664546547053,0.0,0,18900,27386,1.5403584111481905,1065600,1065600,0.0,0.0,2410,2368,42,2368,95,2463
19,digits,8,modular,Z/5^7Z,5.0,7.0,78125.0,,16.253496664211536,17,0.9866666666666667,0.9866666666666667,0.0,0.9977777777777778,0.15309664546547053,0.0,0,18900,27386,2.2195082157850266,1065600,1065600,0.0,0.0,2410,2368,42,2368,90,2458
19,digits,8,rns,RNS,,,256027.0,503x509,17.965936435881222,18,0.9866666666666667,0.9866666666666667,0.0,0.9977777777777778,0.15309664546547053,0.0,0,18900,27386,4.101024987176061,1065600,2131200,0.0,0.0,2410,2368,42,2368,95,2463
19,digits,8,modular,Z/2^24Z,2.0,24.0,16777216.0,,24.0,24,0.9866666666666667,0.9866666666666667,0.0,0.9977777777777778,0.15309664546547053,0.0,0,18900,27386,1.271133404225111,1065600,1065600,0.0,0.0,2410,2368,42,2368,126,2494
19,digits,8,modular,Z/3^15Z,3.0,15.0,14348907.0,,23.774437510817343,24,0.9866666666666667,0.9866666666666667,0.0,0.9977777777777778,0.15309664546547053,0.0,0,18900,27386,1.225716806948185,1065600,1065600,0.0,0.0,2410,2368,42,2368,126,2494
19,digits,8,modular,Z/5^10Z,5.0,10.0,9765625.0,,23.219280948873624,24,0.9866666666666667,0.9866666666666667,0.0,0.9977777777777778,0.15309664546547053,0.0,0,18900,27386,1.1366500053554773,1065600,1065600,0.0,0.0,2410,2368,42,2368,126,2494
19,digits,8,rns,RNS,,,16777207.0,4093x4099,23.999999226077865,25,0.9866666666666667,0.9866666666666667,0.0,0.9977777777777778,0.15309664546547053,0.0,0,18900,27386,2.954600006341934,1065600,2131200,0.0,0.0,2410,2368,42,2368,132,2500
31,moons,4,wide,integer-wide-accumulator,,,,,,32,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.8375831879675388,160000,160000,0.0037058823529411765,0.0,354,320,34,160,136,296
