seed,dataset,operand_bits,arithmetic,family,prime,places,modulus,rns_moduli,modulus_entropy_bits,physical_lane_bits,accuracy,float_accuracy,accuracy_delta,float_agreement,logit_mae,wrap_rate,wrapped_values,accumulator_values,max_abs_accumulator,runtime_ms,logical_macs,residue_macs,input_clip_rate,weight_clip_rate,parameter_count,weight_count,bias_count,weight_storage_packed_bytes,bias_storage_packed_bytes,parameter_storage_packed_bytes
31,moons,4,modular,Z/2^8Z,2.0,8.0,256.0,,8.0,8,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.3845999948680401,160000,160000,0.0037058823529411765,0.0,354,320,34,160,34,194
31,moons,4,modular,Z/3^5Z,3.0,5.0,243.0,,7.924812503605781,8,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.5375834181904793,160000,160000,0.0037058823529411765,0.0,354,320,34,160,34,194
31,moons,4,modular,Z/5^3Z,5.0,3.0,125.0,,6.965784284662087,7,0.82,0.958,-0.138,0.846,1.8304959414914863,0.011764705882352941,200,17000,88,0.42070839554071426,160000,160000,0.0025882352941176473,0.0,354,320,34,160,30,190
31,moons,4,rns,RNS,,,253.0,11x23,7.98299357469431,9,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,1.3055833987891674,160000,320000,0.0037058823529411765,0.0,354,320,34,160,39,199
31,moons,4,modular,Z/2^12Z,2.0,12.0,4096.0,,12.0,12,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.6586584262549877,160000,160000,0.0037058823529411765,0.0,354,320,34,160,51,211
31,moons,4,modular,Z/3^7Z,3.0,7.0,2187.0,,11.094737505048093,12,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.5777250044047832,160000,160000,0.0037058823529411765,0.0,354,320,34,160,51,211
31,moons,4,modular,Z/5^5Z,5.0,5.0,3125.0,,11.609640474436812,12,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.5529999732971191,160000,160000,0.0037058823529411765,0.0,354,320,34,160,51,211
31,moons,4,rns,RNS,,,4087.0,61x67,11.996826528020659,13,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,1.5085999853909016,160000,320000,0.0037058823529411765,0.0,354,320,34,160,56,216
31,moons,4,modular,Z/2^16Z,2.0,16.0,65536.0,,16.0,16,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.43368320912122726,160000,160000,0.0037058823529411765,0.0,354,320,34,160,68,228
31,moons,4,modular,Z/3^10Z,3.0,10.0,59049.0,,15.849625007211563,16,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.44815000146627426,160000,160000,0.0037058823529411765,0.0,354,320,34,160,68,228
31,moons,4,modular,Z/5^6Z,5.0,6.0,15625.0,,13.931568569324174,14,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.3798750229179859,160000,160000,0.0037058823529411765,0.0,354,320,34,160,60,220
31,moons,4,rns,RNS,,,64507.0,251x257,15.97716810314465,17,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,1.057575037702918,160000,320000,0.0037058823529411765,0.0,354,320,34,160,73,233
31,moons,4,modular,Z/2^18Z,2.0,18.0,262144.0,,18.0,18,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.37110820412635803,160000,160000,0.0037058823529411765,0.0,354,320,34,160,77,237
31,moons,4,modular,Z/3^11Z,3.0,11.0,177147.0,,17.43458750793272,18,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.47340821474790573,160000,160000,0.0037058823529411765,0.0,354,320,34,160,77,237
31,moons,4,modular,Z/5^7Z,5.0,7.0,78125.0,,16.253496664211536,17,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.5148999858647585,160000,160000,0.0037058823529411765,0.0,354,320,34,160,73,233
31,moons,4,rns,RNS,,,256027.0,503x509,17.965936435881222,18,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.8371831849217415,160000,320000,0.0037058823529411765,0.0,354,320,34,160,77,237
31,moons,4,modular,Z/2^24Z,2.0,24.0,16777216.0,,24.0,24,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.5355999805033207,160000,160000,0.0037058823529411765,0.0,354,320,34,160,102,262
31,moons,4,modular,Z/3^15Z,3.0,15.0,14348907.0,,23.774437510817343,24,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.4540749825537205,160000,160000,0.0037058823529411765,0.0,354,320,34,160,102,262
31,moons,4,modular,Z/5^10Z,5.0,10.0,9765625.0,,23.219280948873624,24,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,0.594733189791441,160000,160000,0.0037058823529411765,0.0,354,320,34,160,102,262
31,moons,4,rns,RNS,,,16777207.0,4093x4099,23.999999226077865,25,0.944,0.958,-0.014000000000000012,0.97,0.67030395075056,0.0,0,17000,100,1.0026083793491125,160000,320000,0.0037058823529411765,0.0,354,320,34,160,107,267
31,moons,8,wide,integer-wide-accumulator,,,,,,32,0.954,0.958,-0.0040000000000000036,0.996,0.053720860645570225,0.0,0,17000,27399,0.2542249858379364,160000,160000,0.00035294117647058826,0.0,354,320,34,320,136,456
31,moons,8,modular,Z/2^8Z,2.0,8.0,256.0,,8.0,8,0.508,0.958,-0.44999999999999996,0.502,3.166711201628377,0.9030588235294118,15352,17000,17121,0.43160817585885525,160000,160000,5.882352941176471e-05,0.0,354,320,34,320,34,354
31,moons,8,modular,Z/3^5Z,3.0,5.0,243.0,,7.924812503605781,8,0.476,0.958,-0.482,0.482,3.168751014308761,0.905,15385,17000,17121,0.4261082038283348,160000,160000,5.882352941176471e-05,0.0,354,320,34,320,34,354
31,moons,8,modular,Z/5^3Z,5.0,3.0,125.0,,6.965784284662087,7,0.5,0.958,-0.45799999999999996,0.498,3.1670265873258976,0.9365294117647058,15921,17000,17121,0.2936083823442459,160000,160000,5.882352941176471e-05,0.0,354,320,34,320,30,350
31,moons,8,rns,RNS,,,253.0,11x23,7.98299357469431,9,0.51,0.958,-0.44799999999999995,0.508,3.166939376978073,0.9030588235294118,15352,17000,17121,1.1932999826967716,160000,320000,5.882352941176471e-05,0.0,354,320,34,320,39,359
31,moons,8,modular,Z/2^12Z,2.0,12.0,4096.0,,12.0,12,0.496,0.958,-0.46199999999999997,0.498,3.1638932510168125,0.3985294117647059,6775,17000,17121,0.45877499505877495,160000,160000,5.882352941176471e-05,0.0,354,320,34,320,51,371
31,moons,8,modular,Z/3^7Z,3.0,7.0,2187.0,,11.094737505048093,12,0.492,0.958,-0.46599999999999997,0.51,3.165530605927137,0.5471176470588235,9301,17000,17121,0.3536665812134743,160000,160000,5.882352941176471e-05,0.0,354,320,34,320,51,371
31,moons,8,modular,Z/5^5Z,5.0,5.0,3125.0,,11.609640474436812,12,0.472,0.958,-0.486,0.474,3.18889443266123,0.4497058823529412,7645,17000,17121,0.4140332341194153,160000,160000,5.882352941176471e-05,0.0,354,320,34,320,51,371
31,moons,8,rns,RNS,,,4087.0,61x67,11.996826528020659,13,0.496,0.958,-0.46199999999999997,0.502,3.1589076000684426,0.39858823529411763,6776,17000,17121,1.026991568505764,160000,320000,5.882352941176471e-05,0.0,354,320,34,320,56,376
31,moons,8,modular,Z/2^16Z,2.0,16.0,65536.0,,16.0,16,0.954,0.958,-0.0040000000000000036,0.996,0.053720860645570225,0.0,0,17000,27399,0.4761083982884884,160000,160000,0.00035294117647058826,0.0,354,320,34,320,68,388
31,moons,8,modular,Z/3^10Z,3.0,10.0,59049.0,,15.849625007211563,16,0.954,0.958,-0.0040000000000000036,0.996,0.053720860645570225,0.0,0,17000,27399,0.574108399450779,160000,160000,0.00035294117647058826,0.0,354,320,34,320,68,388
31,moons,8,modular,Z/5^6Z,5.0,6.0,15625.0,,13.931568569324174,14,0.62,0.958,-0.33799999999999997,0.638,2.855578413762174,0.08952941176470589,1522,17000,21200,0.6002915557473898,160000,160000,5.882352941176471e-05,0.0,354,320,34,320,60,380
31,moons,8,rns,RNS,,,64507.0,251x257,15.97716810314465,17,0.954,0.958,-0.0040000000000000036,0.996,0.053720860645570225,0.0,0,17000,27399,0.7572418078780174,160000,320000,0.00035294117647058826,0.0,354,320,34,320,73,393
31,moons,8,modular,Z/2^18Z,2.0,18.0,262144.0,,18.0,18,0.954,0.958,-0.0040000000000000036,0.996,0.053720860645570225,0.0,0,17000,27399,0.2916918136179447,160000,160000,0.00035294117647058826,0.0,354,320,34,320,77,397
31,moons,8,modular,Z/3^11Z,3.0,11.0,177147.0,,17.43458750793272,18,0.954,0.958,-0.0040000000000000036,0.996,0.053720860645570225,0.0,0,17000,27399,0.2888999879360199,160000,160000,0.00035294117647058826,0.0,354,320,34,320,77,397
31,moons,8,modular,Z/5^7Z,5.0,7.0,78125.0,,16.253496664211536,17,0.954,0.958,-0.0040000000000000036,0.996,0.053720860645570225,0.0,0,17000,27399,0.29044998809695244,160000,160000,0.00035294117647058826,0.0,354,320,34,320,73,393
31,moons,8,rns,RNS,,,256027.0,503x509,17.965936435881222,18,0.954,0.958,-0.0040000000000000036,0.996,0.053720860645570225,0.0,0,17000,27399,0.7617084309458733,160000,320000,0.00035294117647058826,0.0,354,320,34,320,77,397
31,moons,8,modular,Z/2^24Z,2.0,24.0,16777216.0,,24.0,24,0.954,0.958,-0.0040000000000000036,0.996,0.053720860645570225,0.0,0,17000,27399,0.38989163003861904,160000,160000,0.00035294117647058826,0.0,354,320,34,320,102,422
31,moons,8,modular,Z/3^15Z,3.0,15.0,14348907.0,,23.774437510817343,24,0.954,0.958,-0.0040000000000000036,0.996,0.053720860645570225,0.0,0,17000,27399,0.3263500053435564,160000,160000,0.00035294117647058826,0.0,354,320,34,320,102,422
31,moons,8,modular,Z/5^10Z,5.0,10.0,9765625.0,,23.219280948873624,24,0.954,0.958,-0.0040000000000000036,0.996,0.053720860645570225,0.0,0,17000,27399,0.5256500095129013,160000,160000,0.00035294117647058826,0.0,354,320,34,320,102,422
31,moons,8,rns,RNS,,,16777207.0,4093x4099,23.999999226077865,25,0.954,0.958,-0.0040000000000000036,0.996,0.053720860645570225,0.0,0,17000,27399,0.8184416219592094,160000,320000,0.00035294117647058826,0.0,354,320,34,320,107,427
31,digits,4,wide,integer-wide-accumulator,,,,,,32,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,1.679375022649765,1065600,1065600,0.0024305555555555556,0.0,2410,2368,42,1184,168,1352
31,digits,4,modular,Z/2^8Z,2.0,8.0,256.0,,8.0,8,0.7955555555555556,0.9644444444444444,-0.16888888888888887,0.8066666666666666,1.3494965999846291,0.007619047619047619,144,18900,233,1.0883584152907133,1065600,1065600,0.002199074074074074,0.0,2410,2368,42,1184,42,1226
31,digits,4,modular,Z/3^5Z,3.0,5.0,243.0,,7.924812503605781,8,0.7377777777777778,0.9644444444444444,-0.22666666666666668,0.7466666666666667,1.6243437781930583,0.011375661375661376,215,18900,233,0.9811165742576122,1065600,1065600,0.0021296296296296298,0.0,2410,2368,42,1184,42,1226
31,digits,4,modular,Z/5^3Z,5.0,3.0,125.0,,6.965784284662087,7,0.29555555555555557,0.9644444444444444,-0.6688888888888889,0.29333333333333333,4.352576985070726,0.14275132275132274,2698,18900,233,1.2656583916395903,1065600,1065600,0.0010648148148148149,0.0,2410,2368,42,1184,37,1221
31,digits,4,rns,RNS,,,253.0,11x23,7.98299357469431,9,0.78,0.9644444444444444,-0.1844444444444444,0.7888888888888889,1.4191003010001018,0.008571428571428572,162,18900,233,3.2603584229946136,1065600,2131200,0.0022685185185185187,0.0,2410,2368,42,1184,48,1232
31,digits,4,modular,Z/2^12Z,2.0,12.0,4096.0,,12.0,12,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,1.0499333962798119,1065600,1065600,0.0024305555555555556,0.0,2410,2368,42,1184,63,1247
31,digits,4,modular,Z/3^7Z,3.0,7.0,2187.0,,11.094737505048093,12,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,0.9517500177025795,1065600,1065600,0.0024305555555555556,0.0,2410,2368,42,1184,63,1247
31,digits,4,modular,Z/5^5Z,5.0,5.0,3125.0,,11.609640474436812,12,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,0.9670583996921778,1065600,1065600,0.0024305555555555556,0.0,2410,2368,42,1184,63,1247
31,digits,4,rns,RNS,,,4087.0,61x67,11.996826528020659,13,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,2.6479499880224466,1065600,2131200,0.0024305555555555556,0.0,2410,2368,42,1184,69,1253
31,digits,4,modular,Z/2^16Z,2.0,16.0,65536.0,,16.0,16,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,1.3544916175305843,1065600,1065600,0.0024305555555555556,0.0,2410,2368,42,1184,84,1268
31,digits,4,modular,Z/3^10Z,3.0,10.0,59049.0,,15.849625007211563,16,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,1.4036000240594149,1065600,1065600,0.0024305555555555556,0.0,2410,2368,42,1184,84,1268
31,digits,4,modular,Z/5^6Z,5.0,6.0,15625.0,,13.931568569324174,14,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,1.256149960681796,1065600,1065600,0.0024305555555555556,0.0,2410,2368,42,1184,74,1258
31,digits,4,rns,RNS,,,64507.0,251x257,15.97716810314465,17,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,3.5809750203043222,1065600,2131200,0.0024305555555555556,0.0,2410,2368,42,1184,90,1274
31,digits,4,modular,Z/2^18Z,2.0,18.0,262144.0,,18.0,18,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,1.1089833918958902,1065600,1065600,0.0024305555555555556,0.0,2410,2368,42,1184,95,1279
31,digits,4,modular,Z/3^11Z,3.0,11.0,177147.0,,17.43458750793272,18,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,0.9769000113010406,1065600,1065600,0.0024305555555555556,0.0,2410,2368,42,1184,95,1279
31,digits,4,modular,Z/5^7Z,5.0,7.0,78125.0,,16.253496664211536,17,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,0.9666250087320805,1065600,1065600,0.0024305555555555556,0.0,2410,2368,42,1184,90,1274
31,digits,4,rns,RNS,,,256027.0,503x509,17.965936435881222,18,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,3.46280001103878,1065600,2131200,0.0024305555555555556,0.0,2410,2368,42,1184,95,1279
31,digits,4,modular,Z/2^24Z,2.0,24.0,16777216.0,,24.0,24,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,1.3595750089734793,1065600,1065600,0.0024305555555555556,0.0,2410,2368,42,1184,126,1310
31,digits,4,modular,Z/3^15Z,3.0,15.0,14348907.0,,23.774437510817343,24,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,1.166775031015277,1065600,1065600,0.0024305555555555556,0.0,2410,2368,42,1184,126,1310
31,digits,4,modular,Z/5^10Z,5.0,10.0,9765625.0,,23.219280948873624,24,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,1.318258373066783,1065600,1065600,0.0024305555555555556,0.0,2410,2368,42,1184,126,1310
31,digits,4,rns,RNS,,,16777207.0,4093x4099,23.999999226077865,25,0.96,0.9644444444444444,-0.004444444444444473,0.9711111111111111,0.6824546681788165,0.0,0,18900,233,3.856416791677475,1065600,2131200,0.0024305555555555556,0.0,2410,2368,42,1184,132,1316
31,digits,8,wide,integer-wide-accumulator,,,,,,32,0.96,0.9644444444444444,-0.004444444444444473,0.9911111111111112,0.1865938183031467,0.0,0,18900,35838,1.0581749957054853,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,168,2536
31,digits,8,modular,Z/2^8Z,2.0,8.0,256.0,,8.0,8,0.09777777777777778,0.9644444444444444,-0.8666666666666667,0.10222222222222223,5.326456029225808,0.9070899470899471,17144,18900,21025,1.4928999822586775,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,42,2410
31,digits,8,modular,Z/3^5Z,3.0,5.0,243.0,,7.924812503605781,8,0.09777777777777778,0.9644444444444444,-0.8666666666666667,0.1,5.327882029834672,0.9102645502645502,17204,18900,21025,1.3860916253179312,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,42,2410
31,digits,8,modular,Z/5^3Z,5.0,3.0,125.0,,6.965784284662087,7,0.11555555555555555,0.9644444444444444,-0.8488888888888889,0.11777777777777777,5.327069466224188,0.944973544973545,17860,18900,21025,1.1569418013095856,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,37,2405
31,digits,8,rns,RNS,,,253.0,11x23,7.98299357469431,9,0.08888888888888889,0.9644444444444444,-0.8755555555555555,0.09111111111111111,5.327686583576618,0.9086243386243387,17173,18900,21025,3.5069917794317007,1065600,2131200,2.3148148148148147e-05,0.0,2410,2368,42,2368,48,2416
31,digits,8,modular,Z/2^12Z,2.0,12.0,4096.0,,12.0,12,0.09777777777777778,0.9644444444444444,-0.8666666666666667,0.09777777777777778,5.330898000584183,0.42894179894179896,8107,18900,21025,1.2533333618193865,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,63,2431
31,digits,8,modular,Z/3^7Z,3.0,7.0,2187.0,,11.094737505048093,12,0.09555555555555556,0.9644444444444444,-0.8688888888888888,0.1,5.3295918387978425,0.6352910052910052,12007,18900,21025,1.2517083901911974,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,63,2431
31,digits,8,modular,Z/5^5Z,5.0,5.0,3125.0,,11.609640474436812,12,0.08888888888888889,0.9644444444444444,-0.8755555555555555,0.09333333333333334,5.331094737039729,0.5255555555555556,9933,18900,21025,1.0528000071644783,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,63,2431
31,digits,8,rns,RNS,,,4087.0,61x67,11.996826528020659,13,0.1,0.9644444444444444,-0.8644444444444445,0.10222222222222223,5.334452337245298,0.4298941798941799,8125,18900,21025,3.1046416144818068,1065600,2131200,2.3148148148148147e-05,0.0,2410,2368,42,2368,69,2437
31,digits,8,modular,Z/2^16Z,2.0,16.0,65536.0,,16.0,16,0.9355555555555556,0.9644444444444444,-0.028888888888888853,0.9666666666666667,0.27621719357272034,0.0007407407407407407,14,18900,35838,1.1902750004082918,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,84,2452
31,digits,8,modular,Z/3^10Z,3.0,10.0,59049.0,,15.849625007211563,16,0.8511111111111112,0.9644444444444444,-0.11333333333333329,0.88,0.5726667722196999,0.003544973544973545,67,18900,35838,1.326249958947301,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,84,2452
31,digits,8,modular,Z/5^6Z,5.0,6.0,15625.0,,13.931568569324174,14,0.13111111111111112,0.9644444444444444,-0.8333333333333333,0.12222222222222222,5.198424945345011,0.15873015873015872,3000,18900,41228,1.3523331843316555,1065600,1065600,4.6296296296296294e-05,0.0,2410,2368,42,2368,74,2442
31,digits,8,rns,RNS,,,64507.0,251x257,15.97716810314465,17,0.9333333333333333,0.9644444444444444,-0.03111111111111109,0.9644444444444444,0.2811121170551947,0.0007936507936507937,15,18900,35838,4.649633402004838,1065600,2131200,2.3148148148148147e-05,0.0,2410,2368,42,2368,90,2458
31,digits,8,modular,Z/2^18Z,2.0,18.0,262144.0,,18.0,18,0.96,0.9644444444444444,-0.004444444444444473,0.9911111111111112,0.1865938183031467,0.0,0,18900,35838,1.600933214649558,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,95,2463
31,digits,8,modular,Z/3^11Z,3.0,11.0,177147.0,,17.43458750793272,18,0.96,0.9644444444444444,-0.004444444444444473,0.9911111111111112,0.1865938183031467,0.0,0,18900,35838,1.8019918352365494,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,95,2463
31,digits,8,modular,Z/5^7Z,5.0,7.0,78125.0,,16.253496664211536,17,0.96,0.9644444444444444,-0.004444444444444473,0.9911111111111112,0.1865938183031467,0.0,0,18900,35838,1.5868749935179949,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,90,2458
31,digits,8,rns,RNS,,,256027.0,503x509,17.965936435881222,18,0.96,0.9644444444444444,-0.004444444444444473,0.9911111111111112,0.1865938183031467,0.0,0,18900,35838,4.08601681701839,1065600,2131200,2.3148148148148147e-05,0.0,2410,2368,42,2368,95,2463
31,digits,8,modular,Z/2^24Z,2.0,24.0,16777216.0,,24.0,24,0.96,0.9644444444444444,-0.004444444444444473,0.9911111111111112,0.1865938183031467,0.0,0,18900,35838,1.3353084214031696,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,126,2494
31,digits,8,modular,Z/3^15Z,3.0,15.0,14348907.0,,23.774437510817343,24,0.96,0.9644444444444444,-0.004444444444444473,0.9911111111111112,0.1865938183031467,0.0,0,18900,35838,1.3775583822280169,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,126,2494
31,digits,8,modular,Z/5^10Z,5.0,10.0,9765625.0,,23.219280948873624,24,0.96,0.9644444444444444,-0.004444444444444473,0.9911111111111112,0.1865938183031467,0.0,0,18900,35838,1.223574997857213,1065600,1065600,2.3148148148148147e-05,0.0,2410,2368,42,2368,126,2494
31,digits,8,rns,RNS,,,16777207.0,4093x4099,23.999999226077865,25,0.96,0.9644444444444444,-0.004444444444444473,0.9911111111111112,0.1865938183031467,0.0,0,18900,35838,4.1314249858260155,1065600,2131200,2.3148148148148147e-05,0.0,2410,2368,42,2368,132,2500
